epoch,accuracy,loss,val_accuracy,val_loss
0,0.9796849489212036,0.14243417978286743,0.9940000176429749,0.059287119656801224
1,0.9842480421066284,0.18969348073005676,0.9975000023841858,0.03392389044165611
2,0.9879984855651855,0.1326248198747635,0.9955000281333923,0.056687574833631516
3,0.9883110523223877,0.14620646834373474,0.9900000095367432,0.1550910770893097
4,0.9890611171722412,0.13779237866401672,0.9950000047683716,0.0967089831829071
