epoch,accuracy,loss,val_accuracy,val_loss
0,0.9789348840713501,0.14301621913909912,0.9944999814033508,0.043683700263500214
1,0.9847480654716492,0.16456358134746552,0.9965000152587891,0.03334467485547066
2,0.9881235361099243,0.13554978370666504,0.9959999918937683,0.0505608431994915
3,0.9892486333847046,0.13187074661254883,0.9925000071525574,0.10809539258480072
4,0.9889986515045166,0.13826440274715424,0.9940000176429749,0.08726618438959122
